identifier	name	link
VT0005120	blood growth hormone amount	http://purl.obolibrary.org/obo/OBA_VT0005120
VT0004335	utricle size trait	http://purl.obolibrary.org/obo/OBA_VT0004335
VT0005267	olfactory cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005267
VT0010007	skin adnexa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010007
VT0006213	orbit depth	http://purl.obolibrary.org/obo/OBA_VT0006213
VT0015094	equilibrioception system trait	http://purl.obolibrary.org/obo/OBA_VT0015094
VT0015063	parasympathetic postganglionic fiber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015063
VT0010064	connective tissue physiology trait	http://purl.obolibrary.org/obo/OBA_VT0010064
VT0010105	hindlimb long bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010105
VT0000633	pituitary gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000633
VT1000686	paw/hand/foot/hoof mass	http://purl.obolibrary.org/obo/OBA_VT1000686
VT1000429	muscle lactate amount	http://purl.obolibrary.org/obo/OBA_VT1000429
VT0007001	endocardial cushion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0007001
VT0000159	xiphoid process morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000159
VT0010023	forelimb length	http://purl.obolibrary.org/obo/OBA_VT0010023
VT0001084	petrosal ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001084
VT0010659	feather tract morphology	http://purl.obolibrary.org/obo/OBA_VT0010659
VT0000904	superior colliculus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000904
VT0004353	deltoid tuberosity morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004353
VT0000040	aortic valve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000040
VT0007028	heart mass	http://purl.obolibrary.org/obo/OBA_VT0007028
VT0009539	Hassall's corpuscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009539
VT0001056	cranial nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001056
VT0001985	gustatory system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0001985
VT0010236	forestomach capacity	http://purl.obolibrary.org/obo/OBA_VT0010236
VT0010386	milk monoacylglycerol amount	http://purl.obolibrary.org/obo/OBA_VT0010386
VT0000652	sebaceous gland size trait	http://purl.obolibrary.org/obo/OBA_VT0000652
VT0002090	vision trait	http://purl.obolibrary.org/obo/OBA_VT0002090
VT0003228	sinus venosus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003228
VT0001319	pupil shape trait	http://purl.obolibrary.org/obo/OBA_VT0001319
VT0004114	atrioventricular node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004114
VT0001078	phrenic nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001078
VT0005034	anus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005034
VT0000027	head width	http://purl.obolibrary.org/obo/OBA_VT0000027
VT0005444	retinol metabolism trait	http://purl.obolibrary.org/obo/OBA_VT0005444
VT0002784	Sertoli cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002784
VT0002384	nasopharyngeal tonsil morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002384
VT0001718	yolk sac morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001718
VT0000170	blood vessel physiology trait	http://purl.obolibrary.org/obo/OBA_VT0000170
VT0004295	type III spiral ligament fibrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004295
VT0003244	dopaminergic neuron quantity	http://purl.obolibrary.org/obo/OBA_VT0003244
VT0000789	cerebral cortex thickness	http://purl.obolibrary.org/obo/OBA_VT0000789
VT0001725	umbilical cord morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001725
VT0002292	gestation period duration	http://purl.obolibrary.org/obo/OBA_VT0002292
VT0002423	mast cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002423
VT0004479	oval window morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004479
VT0009635	popliteal lymph node size trait	http://purl.obolibrary.org/obo/OBA_VT0009635
VT0015058	brain physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015058
VT0004453	pterygoid bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004453
VT0005334	fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005334
VT0002108	muscular system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002108
VT0002758	tail length	http://purl.obolibrary.org/obo/OBA_VT0002758
VT0000063	ventricle papillary muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000063
VT0004101	brain interneuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004101
VT0010413	luteinizing hormone secretion trait	http://purl.obolibrary.org/obo/OBA_VT0010413
VT1000126	adipose thickness	http://purl.obolibrary.org/obo/OBA_VT1000126
VT0001416	strial marginal cell quantity	http://purl.obolibrary.org/obo/OBA_VT0001416
VT0005004	lymphocyte anergy trait	http://purl.obolibrary.org/obo/OBA_VT0005004
VT0005308	blood ammonia amount	http://purl.obolibrary.org/obo/OBA_VT0005308
VT0010395	endometrium thickness	http://purl.obolibrary.org/obo/OBA_VT0010395
VT0001017	stellate ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001017
VT0010319	milk fatty acid C20:0 amount	http://purl.obolibrary.org/obo/OBA_VT0010319
VT0005475	blood thyroxine amount	http://purl.obolibrary.org/obo/OBA_VT0005475
VT0005300	corneal stroma morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005300
VT0010487	response to xenobiotic stimulus trait	http://purl.obolibrary.org/obo/OBA_VT0010487
VT0000187	triglyceride amount	http://purl.obolibrary.org/obo/OBA_VT0000187
VT0002985	urine calcium amount	http://purl.obolibrary.org/obo/OBA_VT0002985
VT0005584	enzyme/coenzyme activity trait	http://purl.obolibrary.org/obo/OBA_VT0005584
VT0004111	coronary artery morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004111
VT0010527	associative learning trait	http://purl.obolibrary.org/obo/OBA_VT0010527
VT0003739	auditory ossicle size trait	http://purl.obolibrary.org/obo/OBA_VT0003739
VT0002746	semilunar valve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002746
VT0002369	thymus subcapsular epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002369
VT0003677	ear lobe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003677
VT0008188	transitional stage B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008188
VT0010657	comb size	http://purl.obolibrary.org/obo/OBA_VT0010657
VT1000062	chest circumference	http://purl.obolibrary.org/obo/OBA_VT1000062
VT0005286	adipose saturated fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0005286
VT0004316	saccule size trait	http://purl.obolibrary.org/obo/OBA_VT0004316
VT0000934	telencephalon development trait	http://purl.obolibrary.org/obo/OBA_VT0000934
VT0006108	hindbrain development trait	http://purl.obolibrary.org/obo/OBA_VT0006108
VT0004366	strial marginal cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004366
VT0000537	urethra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000537
VT0010292	milk sodium amount	http://purl.obolibrary.org/obo/OBA_VT0010292
VT0000840	epithalamus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000840
VT0100001	tibia size trait	http://purl.obolibrary.org/obo/OBA_VT0100001
VT0004162	mammillary body morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004162
VT1000165	milk protein amount	http://purl.obolibrary.org/obo/OBA_VT1000165
VT0000580	nail shape trait	http://purl.obolibrary.org/obo/OBA_VT0000580
VT0000848	pons morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000848
VT0002718	inner cell mass morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002718
VT0003572	uterus development trait	http://purl.obolibrary.org/obo/OBA_VT0003572
VT0004310	otic vesicle size trait	http://purl.obolibrary.org/obo/OBA_VT0004310
VT0008628	blood interleukin-9 amount	http://purl.obolibrary.org/obo/OBA_VT0008628
VT0003670	glomerular capsule size trait	http://purl.obolibrary.org/obo/OBA_VT0003670
VT0001457	vestibular dark cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001457
VT0006068	horizontal cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006068
VT0002463	neutrophil physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002463
VT0004248	epaxial muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004248
VT0004078	caudate nucleus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004078
VT0003351	blood thyroid hormone amount	http://purl.obolibrary.org/obo/OBA_VT0003351
VT0003115	respiratory system development trait	http://purl.obolibrary.org/obo/OBA_VT0003115
VT0003800	digit quantity	http://purl.obolibrary.org/obo/OBA_VT0003800
VT0000703	thymus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000703
VT0002644	blood triglyceride amount	http://purl.obolibrary.org/obo/OBA_VT0002644
VT0003102	sclera thickness	http://purl.obolibrary.org/obo/OBA_VT0003102
VT0009627	submandibular lymph node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009627
VT0001539	caudal vertebra quantity	http://purl.obolibrary.org/obo/OBA_VT0001539
VT0004302	Deiters cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004302
VT0004147	porphyrin amount	http://purl.obolibrary.org/obo/OBA_VT0004147
VT0000416	hair amount	http://purl.obolibrary.org/obo/OBA_VT0000416
VT0002809	spinal cord size trait	http://purl.obolibrary.org/obo/OBA_VT0002809
VT0005205	eye anterior chamber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005205
VT0003568	uterine lumen morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003568
VT0008482	spleen germinal center quantity	http://purl.obolibrary.org/obo/OBA_VT0008482
VT0003047	thoracic vertebra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003047
VT0008207	B-2 B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008207
VT0002698	sclera morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002698
VT0002861	tail bud morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002861
VT0004104	eye shape trait	http://purl.obolibrary.org/obo/OBA_VT0004104
VT0003703	vestibulocochlear ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003703
VT0006019	tympanic membrane size trait	http://purl.obolibrary.org/obo/OBA_VT0006019
VT0015095	sensory trait	http://purl.obolibrary.org/obo/OBA_VT0015095
VT0010295	milk magnesium amount	http://purl.obolibrary.org/obo/OBA_VT0010295
VT0010470	pancreas insulin amount	http://purl.obolibrary.org/obo/OBA_VT0010470
VT0001053	neuromuscular synapse morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001053
VT0001440	grooming behavior trait	http://purl.obolibrary.org/obo/OBA_VT0001440
VT0008590	blood interleukin-10 amount	http://purl.obolibrary.org/obo/OBA_VT0008590
VT0015105	cerebrum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015105
VT0000818	amygdala morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000818
VT0003771	lip shape trait	http://purl.obolibrary.org/obo/OBA_VT0003771
VT0003842	metopic suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003842
VT0015086	urine mineral amount	http://purl.obolibrary.org/obo/OBA_VT0015086
VT0005299	eye posterior chamber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005299
VT0008123	plasmacytoid dendritic cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008123
VT0003446	kidney cell quantity	http://purl.obolibrary.org/obo/OBA_VT0003446
VT0005183	blood estradiol amount	http://purl.obolibrary.org/obo/OBA_VT0005183
VT0010079	sphenozygomatic suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010079
VT0005294	heart ventricle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005294
VT0010046	fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010046
VT0001007	sympathetic nervous system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001007
VT0004393	cochlear inner hair cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004393
VT0010238	crop morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010238
VT0001882	lactation trait	http://purl.obolibrary.org/obo/OBA_VT0001882
VT0005464	platelet physiology trait	http://purl.obolibrary.org/obo/OBA_VT0005464
VT0003940	dermatome morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003940
VT0003517	labia majora size trait	http://purl.obolibrary.org/obo/OBA_VT0003517
VT0005432	pro-B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005432
VT0003508	blood dihydrotestosterone amount	http://purl.obolibrary.org/obo/OBA_VT0003508
VT0003442	blood glycerol amount	http://purl.obolibrary.org/obo/OBA_VT0003442
VT0000907	trigeminal V mesencephalic nucleus size trait	http://purl.obolibrary.org/obo/OBA_VT0000907
VT0009921	transitional stage T3 B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009921
VT0000704	thymus development trait	http://purl.obolibrary.org/obo/OBA_VT0000704
VT0001601	myelopoiesis trait	http://purl.obolibrary.org/obo/OBA_VT0001601
VT0015079	sterol homeostasis trait	http://purl.obolibrary.org/obo/OBA_VT0015079
VT0005081	dermis stratum reticulare morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005081
VT0004080	nucleus accumbens morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004080
VT0004081	globus pallidus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004081
VT0000085	blood-cerebrospinal fluid barrier morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000085
VT0004100	spinal cord interneuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004100
VT0004193	kidney papilla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004193
VT0001784	fluid regulation trait	http://purl.obolibrary.org/obo/OBA_VT0001784
VT0010493	left atrium diameter	http://purl.obolibrary.org/obo/OBA_VT0010493
VT0004348	femur length	http://purl.obolibrary.org/obo/OBA_VT0004348
VT0001744	corticosterone secretion trait	http://purl.obolibrary.org/obo/OBA_VT0001744
VT0015051	prevertebral ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015051
VT0001281	vibrissa length	http://purl.obolibrary.org/obo/OBA_VT0001281
VT0005180	blood testosterone amount	http://purl.obolibrary.org/obo/OBA_VT0005180
VT0002792	retina blood vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002792
VT0000080	exoccipital bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000080
VT0006091	olfactory epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006091
VT0004972	regulatory T cell quantity	http://purl.obolibrary.org/obo/OBA_VT0004972
VT0002447	erythrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002447
VT0002277	respiratory mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002277
VT1000205	nipple length	http://purl.obolibrary.org/obo/OBA_VT1000205
VT0000452	mouth morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000452
VT0002343	lymph node cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002343
VT0004184	baroreceptor physiology trait	http://purl.obolibrary.org/obo/OBA_VT0004184
VT1000210	scrotum circumference	http://purl.obolibrary.org/obo/OBA_VT1000210
VT0003014	kidney medulla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003014
VT0004294	type II spiral ligament fibrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004294
VT0002104	hearing physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002104
VT0000468	esophageal epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000468
VT0003934	pancreas development trait	http://purl.obolibrary.org/obo/OBA_VT0003934
VT0010502	urine catecholamine amount	http://purl.obolibrary.org/obo/OBA_VT0010502
VT0000583	nail length	http://purl.obolibrary.org/obo/OBA_VT0000583
VT0004297	proprioceptive neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004297
VT0005084	gall bladder morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005084
VT0010131	cecum mass	http://purl.obolibrary.org/obo/OBA_VT0010131
VT0008131	Peyer's patch quantity	http://purl.obolibrary.org/obo/OBA_VT0008131
VT0000960	sensory ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000960
VT0000986	Merkel's receptor quantity	http://purl.obolibrary.org/obo/OBA_VT0000986
VT0004425	otolith organ morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004425
VT1000122	thoracic vertebra quantity	http://purl.obolibrary.org/obo/OBA_VT1000122
VT0001176	lung development trait	http://purl.obolibrary.org/obo/OBA_VT0001176
VT0008252	multinucleated phagocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008252
VT0000051	testes physiology trait	http://purl.obolibrary.org/obo/OBA_VT0000051
VT0004168	parahippocampal gyrus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004168
VT0002785	Leydig cell quantity	http://purl.obolibrary.org/obo/OBA_VT0002785
VT0010414	follicle-stimulating hormone secretion trait	http://purl.obolibrary.org/obo/OBA_VT0010414
VT0001312	cornea morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001312
VT0008167	B-1a B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008167
VT0002440	memory B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002440
VT0003599	penis size trait	http://purl.obolibrary.org/obo/OBA_VT0003599
VT0002997	seminal gland size trait	http://purl.obolibrary.org/obo/OBA_VT0002997
VT1000575	longissimus dorsi muscle thickness	http://purl.obolibrary.org/obo/OBA_VT1000575
VT1000220	abdominal adipose amount	http://purl.obolibrary.org/obo/OBA_VT1000220
VT0000102	nasal bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000102
VT0001245	dermis thickness	http://purl.obolibrary.org/obo/OBA_VT0001245
VT0002216	seminiferous tubule morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002216
VT0010536	rostral migratory stream morphology	http://purl.obolibrary.org/obo/OBA_VT0010536
VT0005345	blood corticosterone amount	http://purl.obolibrary.org/obo/OBA_VT0005345
VT0008166	B-2 B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008166
VT0000157	sternum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000157
VT1000284	tibia strength trait	http://purl.obolibrary.org/obo/OBA_VT1000284
VT1000688	metatarsus mass	http://purl.obolibrary.org/obo/OBA_VT1000688
VT0008191	follicular B cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008191
VT0001101	superior vagus ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001101
VT0001238	epidermis stratum spinosum thickness	http://purl.obolibrary.org/obo/OBA_VT0001238
VT0001525	balance trait	http://purl.obolibrary.org/obo/OBA_VT0001525
VT0002389	Peyer's patch follicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002389
VT0003698	male reproductive system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003698
VT0000628	mammary gland development trait	http://purl.obolibrary.org/obo/OBA_VT0000628
VT0001038	cholinergic neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001038
VT0001169	bulbourethral gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001169
VT0008634	blood interleukin-18 amount	http://purl.obolibrary.org/obo/OBA_VT0008634
VT1000761	muscle nitrogen amount	http://purl.obolibrary.org/obo/OBA_VT1000761
VT0004063	left atrium capacity	http://purl.obolibrary.org/obo/OBA_VT0004063
VT0010256	colostrum trait	http://purl.obolibrary.org/obo/OBA_VT0010256
VT0003531	vagina development trait	http://purl.obolibrary.org/obo/OBA_VT0003531
VT0002836	chorion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002836
VT0002266	right major bronchus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002266
VT0001919	reproductive system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0001919
VT0000823	lateral ventricle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000823
VT0003515	labia majora morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003515
VT0100020	integumentary system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0100020
VT0000864	cerebellum vermis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000864
VT1000420	head mass	http://purl.obolibrary.org/obo/OBA_VT1000420
VT0000659	prostate size trait	http://purl.obolibrary.org/obo/OBA_VT0000659
VT0015064	parasympathetic preganglionic fiber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015064
VT1000433	muscle protein amount	http://purl.obolibrary.org/obo/OBA_VT1000433
VT0010291	milk potassium amount	http://purl.obolibrary.org/obo/OBA_VT0010291
VT0006030	otic vesicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006030
VT0015026	neuron quantity	http://purl.obolibrary.org/obo/OBA_VT0015026
VT0004115	sinoatrial node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004115
VT0008089	T-helper 2 cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008089
VT0002820	premaxillary bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002820
VT1000670	blood cortisol amount	http://purl.obolibrary.org/obo/OBA_VT1000670
VT0002451	macrophage physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002451
VT0000863	secondary somatosensory cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000863
VT0000869	cerebellum posterior vermis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000869
VT0000827	third ventricle size trait	http://purl.obolibrary.org/obo/OBA_VT0000827
VT0005195	posterior eye segment morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005195
VT0010418	CD8-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010418
VT0002544	digit length	http://purl.obolibrary.org/obo/OBA_VT0002544
VT0010422	femoral fat pad mass	http://purl.obolibrary.org/obo/OBA_VT0010422
VT0000530	kidney blood vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000530
VT0010134	DN3 thymocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0010134
VT0005325	glomerulus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005325
VT0010015	tibia mass	http://purl.obolibrary.org/obo/OBA_VT0010015
VT0007027	right atrium mass	http://purl.obolibrary.org/obo/OBA_VT0007027
VT0001067	mandibular nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001067
VT0001071	facial nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001071
VT0004167	cingulate gyrus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004167
VT0001105	peripheral nervous system glial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001105
VT0000674	sweat gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000674
VT0000025	atrioventricular valve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000025
VT0006018	tympanic membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006018
VT0010237	forestomach mass	http://purl.obolibrary.org/obo/OBA_VT0010237
VT0000344	Cajal-Retzius cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000344
VT0008704	interleukin-6 secretion trait	http://purl.obolibrary.org/obo/OBA_VT0008704
VT0010281	milk alpha-S1-casein amount	http://purl.obolibrary.org/obo/OBA_VT0010281
VT0003633	nervous system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003633
VT0002845	aorta mass	http://purl.obolibrary.org/obo/OBA_VT0002845
VT0008724	eosinophil migration trait	http://purl.obolibrary.org/obo/OBA_VT0008724
VT0004249	crista ampullaris morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004249
VT0003704	hair follicle development trait	http://purl.obolibrary.org/obo/OBA_VT0003704
VT0000424	hair growth trait	http://purl.obolibrary.org/obo/OBA_VT0000424
VT0008182	marginal zone B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008182
VT0000847	metencephalon morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000847
VT0003630	urothelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003630
VT0003369	blood estrogen amount	http://purl.obolibrary.org/obo/OBA_VT0003369
VT0008215	immature B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008215
VT0015068	surface structure physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015068
VT0000905	superior colliculus size trait	http://purl.obolibrary.org/obo/OBA_VT0000905
VT0000516	urinary system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000516
VT0001183	respiratory alveoli size trait	http://purl.obolibrary.org/obo/OBA_VT0001183
VT0003450	pancreas size trait	http://purl.obolibrary.org/obo/OBA_VT0003450
VT0003853	skin water amount	http://purl.obolibrary.org/obo/OBA_VT0003853
VT0001045	enteric ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001045
VT0002668	blood potassium amount	http://purl.obolibrary.org/obo/OBA_VT0002668
VT0000910	facial motor nucleus size trait	http://purl.obolibrary.org/obo/OBA_VT0000910
VT0010276	milk steroid amount	http://purl.obolibrary.org/obo/OBA_VT0010276
VT0006168	epicanthal fold morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006168
VT0006100	tegmentum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006100
VT0000383	hair follicle orientation trait	http://purl.obolibrary.org/obo/OBA_VT0000383
VT0003143	otolith size trait	http://purl.obolibrary.org/obo/OBA_VT0003143
VT0010235	forestomach morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010235
VT0000913	brain development trait	http://purl.obolibrary.org/obo/OBA_VT0000913
VT0010374	milk polyunsaturated fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010374
VT0001076	hypoglossal nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001076
VT0002455	dendritic cell antigen presentation trait	http://purl.obolibrary.org/obo/OBA_VT0002455
VT0010144	pancreas mass	http://purl.obolibrary.org/obo/OBA_VT0010144
VT0000552	radius morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000552
VT0008542	cervical lymph node size trait	http://purl.obolibrary.org/obo/OBA_VT0008542
VT0009919	transitional stage T1 B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009919
VT0001695	gastrulation trait	http://purl.obolibrary.org/obo/OBA_VT0001695
VT0003444	neurotransmitter uptake trait	http://purl.obolibrary.org/obo/OBA_VT0003444
VT0004075	Schwann cell precursor quantity	http://purl.obolibrary.org/obo/OBA_VT0004075
VT0010111	smooth muscle physiology trait	http://purl.obolibrary.org/obo/OBA_VT0010111
VT0000072	bone elasticity trait	http://purl.obolibrary.org/obo/OBA_VT0000072
VT0000142	outer ear thickness	http://purl.obolibrary.org/obo/OBA_VT0000142
VT0010494	lumbar vertebra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010494
VT0003844	squamosal suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003844
VT0002819	pulp cavity morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002819
VT1000742	sarcomere length	http://purl.obolibrary.org/obo/OBA_VT1000742
VT0010196	intestine mass	http://purl.obolibrary.org/obo/OBA_VT0010196
VT0000166	chondrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000166
VT0000742	ileal smooth muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT0000742
VT0004006	jejunal smooth muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT0004006
VT0010464	fertility trait	http://purl.obolibrary.org/obo/OBA_VT0010464
VT0008345	gamma-delta T cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008345
VT0003553	foreskin morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003553
VT0001961	reflex trait	http://purl.obolibrary.org/obo/OBA_VT0001961
VT0009926	transitional stage T2 B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0009926
